ID,Country,Region,City,Chinese Name
7262,Slovakia,Region of Nitra,Šahy,沙希
7263,Slovakia,Region of Trnava,Holíč,Not Found
7264,Slovakia,Region of Košice,Čierna nad Tisou,Not Found
7265,Slovakia,Region of Trenčín,Nemšová,Not Found
7266,Slovakia,Region of Košice,Sobrance,索布蘭策
7267,Slovakia,Region of Trnava,Sládkovičovo,Not Found
7268,Slovakia,Region of Košice,Spišská Nová Ves,斯匹什卡新村
7269,Slovakia,Region of Košice,Trebišov,特熱比紹夫
7270,Slovakia,Region of Trnava,Vrbové,Not Found
7271,Slovakia,Region of Banská Bystrica,Revúca,Not Found
7272,Slovakia,Region of Nitra,Želiezovce,Not Found
7273,Slovakia,Region of Trenčín,Bánovce nad Bebravou,Not Found
7274,Slovakia,Region of Prešov,Stará Ľubovňa,Not Found
7275,Slovakia,Region of Nitra,Zlaté Moravce,Not Found
7276,Slovakia,Region of Nitra,Komárno,科馬諾
7277,Slovakia,Region of Banská Bystrica,Lučenec,盧策內次
7278,Slovakia,Region of Nitra,Tvrdošovce,Not Found
7279,Slovakia,Region of Prešov,Bardejov,巴達約夫
7280,Slovakia,Region of Trnava,Skalica,Not Found
7281,Slovakia,Region of Košice,Dobšiná,多布欣納
7282,Slovakia,Region of Banská Bystrica,Veľký Krtíš,Not Found
7283,Slovakia,Region of Žilina,Oščadnica,Not Found
7284,Slovakia,Region of Trnava,Piešťany,Not Found
7285,Slovakia,Region of Žilina,Krásno nad Kysucou,Not Found
7286,Slovakia,Region of Nitra,Štúrovo,Not Found
7287,Slovakia,Region of Prešov,Spišská Belá,Not Found
7288,Slovakia,Region of Banská Bystrica,Brezno,布雷茲諾
7289,Slovakia,Region of Banská Bystrica,Fiľakovo,Not Found
7290,Slovakia,Region of Prešov,Stropkov,Not Found
7291,Slovakia,Region of Trnava,Dunajská Streda,多瑙斯特雷達
7292,Slovakia,Region of Trenčín,Nové Mesto nad Váhom,Not Found
7293,Slovakia,Region of Žilina,Čadca,恰德查
7294,Slovakia,Region of Bratislava,Pezinok,Not Found
7295,Slovakia,Region of Banská Bystrica,Sliač,Not Found
7296,Slovakia,Region of Žilina,Tvrdošín,Not Found
7297,Slovakia,Region of Banská Bystrica,Hriňová,Not Found
7298,Slovakia,Region of Trnava,Gbely,Not Found
7299,Slovakia,Region of Žilina,Ružomberok,Not Found
7300,Slovakia,Region of Žilina,Liptovský Mikuláš,Not Found
7301,Slovakia,Region of Trenčín,Nová Dubnica,Not Found
7302,Slovakia,Region of Banská Bystrica,Čierny Balog,切尼巴洛格
7303,Slovakia,Region of Nitra,Hurbanovo,Not Found
7304,Slovakia,Region of Bratislava,Senec,Not Found
7305,Slovakia,Region of Banská Bystrica,Detva,德特瓦
7306,Slovakia,Region of Trenčín,Brezová pod Bradlom,布雷佐瓦布拉隆
7307,Slovakia,Region of Košice,Gelnica,Not Found
7308,Slovakia,Region of Trenčín,Prievidza,Not Found
7309,Slovakia,Region of Žilina,Vrútky,夫魯特基
7310,Slovakia,Region of Žilina,Trstená,Not Found
7311,-,-,-,
7312,-,-,-,
7313,Slovakia,Region of Nitra,Nové Zámky,新占基
7314,Slovakia,Region of Prešov,Svidník,Not Found
7315,Slovakia,Region of Žilina,Rajec,Not Found
7316,Slovakia,Region of Košice,Veľké Kapušany,Not Found
7317,Slovakia,Region of Trnava,Sereď,Not Found
7318,Slovakia,Region of Prešov,Vranov nad Topľou,夫拉諾夫[托普勞]
7319,Slovakia,Region of Banská Bystrica,Žiar nad Hronom,Not Found
7320,United Kingdom,England,Harrogate,哈洛蓋特
7321,United Kingdom,England,Bromley,布倫來
7322,United Kingdom,England,Teignmouth,Not Found
7323,-,-,-,
7324,Iran,Isfahan,Jandaq,Not Found
7325,United Kingdom,Wales,Dolgellau,多蓋來
7326,Germany,Free State of Bavaria,Coburg,科堡
7327,Sweden,Stockholms län,Sigtuna,Not Found
7328,Germany,Saxony,Bad Düben,巴德杜本
7329,Germany,Saxony,Krostitz,Not Found
7330,United Kingdom,England,Littleborough,Not Found
7331,United Kingdom,England,Todmorden,搭德摩登
7332,United States of America,Pennsylvania,Sunbury,桑伯里
7333,Ukraine,Kyiv Oblast,Boryspil,波里斯皮爾
7334,Russian Federation,Pskov Oblast,Nevel,涅維爾
7335,Finland,-,-,
7336,United Kingdom,England,Shrewsbury,士魯斯柏立
7337,Germany,Hesse,Wald-Michelbach,Not Found
7338,-,-,-,
7339,United Kingdom,England,Keynsham,坎善
7340,Hungary,-,-,
7341,United Kingdom,Scotland,Oban,奧班
7342,United Kingdom,Scotland,Inveraray,因弗亞雷
7343,United Kingdom,England,Melksham,Not Found
7344,United Kingdom,England,Wetherby,Not Found
7345,United Kingdom,Scotland,Lochgilphead,洛克吉普黑德
7346,United Kingdom,England,Nailsea,Not Found
7347,United Kingdom,England,Hertford,赫特福
7348,Sweden,Kronobergs län,Ljungby,勇比
7349,United Kingdom,England,Mildenhall,麥登荷
7350,Germany,Free State of Bavaria,Bad Berneck,巴德伯內克
7351,Germany,Free State of Bavaria,Sonthofen,Not Found
7352,Germany,Baden-Württemberg,Murrhardt,Not Found
7353,United Kingdom,England,Basildon,巴休敦
7354,Germany,Lower Saxony,Uelzen,於爾珍
7355,Belgium,Flanders,Berchem,柏坎
7356,Finland,-,-,
7357,Austria,Salzburg (state),Zell am See,Not Found
7358,Poland,Pomeranian Voivodeship,Starogard Gdański,Not Found
7359,-,-,-,
7360,United Kingdom,Scotland,Kirkcaldy,刻科迪
7361,United Kingdom,Scotland,Cowdenbeath,考登必斯
7362,United Kingdom,Scotland,Dunfermline,丹夫林
7363,United Kingdom,Scotland,South Queensferry,Not Found
7364,United Kingdom,England,Glossop,格羅索普
7365,United Kingdom,England,New Mills,Not Found
7366,United Kingdom,England,Whaley Bridge,Not Found
7367,United Kingdom,England,Barking,巴京
7368,United Kingdom,England,Farnborough,汎波羅
7369,-,-,-,
7370,Canada,Ontario,Lindsay,林夕
7371,Poland,Pomeranian Voivodeship,Chojnice,荷伊尼策
7372,Poland,Lubusz Voivodeship,Krosno Odrzańskie,Not Found
7373,Poland,Lubusz Voivodeship,Słubice,Not Found
7374,United Kingdom,England,Seaton,Not Found
7375,United Kingdom,England,Keighley,基斯利
7376,United Kingdom,England,Pateley Bridge,Not Found
7377,United States of America,Texas,McKinney,麥金尼
7378,Sweden,Västra Götalands län,Skara,斯卡拉
7379,Spain,Balearic Islands,Felanitx,非拉尼奇
7380,Spain,Balearic Islands,Campos,坎波斯
7381,Spain,Balearic Islands,Porreres,Not Found
7382,-,-,-,
7383,-,-,-,
7384,-,-,-,
7385,United Kingdom,Scotland,Muir of Ord,Not Found
7386,United Kingdom,Scotland,Alness,阿爾內斯
7387,United Kingdom,Scotland,Invergordon,因弗哥敦
7388,Spain,Balearic Islands,Petra,佩特拉
7389,Turkey,Isparta,Eğirdir,荷伊蘭湖(埃利迪爾湖)
7390,Turkey,Isparta,Keçiborlu,Not Found
7391,United Kingdom,Scotland,Tain,泰恩
7392,Spain,Balearic Islands,Manacor,馬納科
7393,United Kingdom,Scotland,Bonar Bridge,波納布里治
7394,Spain,Balearic Islands,Llucmajor,Not Found
7395,United Kingdom,Scotland,Golspie,Not Found
7396,United Kingdom,Scotland,Brora,布洛拉
7397,Spain,Balearic Islands,Sant Joan,Not Found
7398,Spain,Balearic Islands,Sineu,Not Found
7399,Spain,Balearic Islands,Inca,印卡
7400,Spain,Balearic Islands,Lloseta,Not Found
7401,Spain,Balearic Islands,Alaró,阿拉洛
7402,Greece,-,-,
7403,Spain,Balearic Islands,Portocristo,Not Found
7404,United Kingdom,Scotland,Kyle of Lochalsh,Not Found
7405,United Kingdom,England,Wickford,Not Found
7406,United Kingdom,Scotland,Aviemore,亞威莫爾
7407,Sweden,Dalecarlia,Mora,摩拉
7408,Sweden,Dalecarlia,Orsa,奧沙
7409,Sweden,Jämtlands län,Sveg,斯維格
7410,Sweden,Örebro län,Lindesberg,林德斯柏格
7411,Sweden,Örebro län,Kopparberg,科帕伯格
7412,Sweden,Örebro län,Hällefors,Not Found
7413,Sweden,Dalecarlia,Borlänge,波蘭哥
7414,Turkey,Edirne,Havsa,Not Found
7415,Turkey,Edirne,Keşan,克善
7416,Turkey,Edirne,İpsala,伊普沙拉
7417,Turkey,Istanbul,Bakırköy,巴克科伊
7418,Turkey,Istanbul,Büyükçekmece,大切克梅策
7419,Turkey,Istanbul,Fatih,Not Found
7420,Turkey,Istanbul,Küçükçekmece,Not Found
7421,Turkey,Istanbul,Silivri,西利夫里
7422,Turkey,Istanbul,Üsküdar,于斯屈達爾(斯庫塔里)
7423,Turkey,Kırklareli,Babaeski,巴貝斯基
7424,Turkey,Kırklareli,Lüleburgaz,呂列布加茲
7425,Turkey,Kocaeli,Gebze,蓋布契
7426,Turkey,Tekirdağ,Çerkezköy,且開茲科伊
7427,Turkey,Tekirdağ,Çorlu,丘魯
7428,Turkey,Istanbul,Kağıthane,卡伊塔內
7429,Turkey,Istanbul,Esenyurt,Not Found
7430,-,-,-,
7431,-,-,-,
7432,United Kingdom,Scotland,Carrbridge,卡布里治
7433,United Kingdom,Scotland,Dufftown,都夫鎮
7434,United Kingdom,Scotland,Keith,基斯
7435,United Kingdom,Scotland,Kingussie,京尤夕
7436,United Kingdom,Scotland,Elgin,艾爾金
7437,United Kingdom,Scotland,Alloa,阿洛亞
7438,United Kingdom,Scotland,Linlithgow,林利斯哥
7439,United Kingdom,Scotland,Falkirk,福庫克
7440,Spain,Principado de Asturias,Avilés,阿維列斯
7441,United Kingdom,England,Fordwich,Not Found
7442,-,-,-,
7443,-,-,-,
7444,United Kingdom,England,Wivenhoe,威文霍
7445,Denmark,Region of Southern Denmark,Svendborg,斯芬堡
7446,Denmark,Region Zealand,Vordingborg,弗爾丁堡
7447,Denmark,Central Denmark Region,Rønde,Not Found
7448,Denmark,Central Denmark Region,Ebeltoft,Not Found
7449,Denmark,Region of Southern Denmark,Billund,比倫
7450,Denmark,Capital Region of Denmark,Helsinge,Not Found
7451,-,-,-,
7452,-,-,-,
7453,Denmark,Central Denmark Region,Ikast,Not Found
7454,Denmark,Capital Region of Denmark,Gilleleje,Not Found
7455,Denmark,Region Zealand,Nakskov,納克斯考
7456,Denmark,Capital Region of Denmark,Birkerød,Not Found
7457,Denmark,Central Denmark Region,Hedensted,Not Found
7458,Denmark,Capital Region of Denmark,Humlebæk,Not Found
7459,-,-,-,
7460,Denmark,Central Denmark Region,Tranbjerg,Not Found
7461,Denmark,Region of Southern Denmark,Fredericia,非德里夏
7462,Denmark,Capital Region of Denmark,Hundested,杭德斯特
7463,Denmark,Capital Region of Denmark,Fredensborg,Not Found
7464,Denmark,Capital Region of Denmark,Allerød,Not Found
7465,Denmark,Capital Region of Denmark,Frederiksværk,Not Found
7466,Denmark,Capital Region of Denmark,Værløse,Not Found
7467,Denmark,Region of Southern Denmark,Christiansfeld,克里斯提安斯非
7468,-,-,-,
7469,Denmark,Region Zealand,Haslev,Not Found
7470,Denmark,North Denmark Region,Støvring,Not Found
7471,Denmark,Capital Region of Denmark,Nivå,多布拉尼瓦
7472,-,-,-,
7473,Denmark,Central Denmark Region,Hornslet,Not Found
7474,-,-,-,
7475,Denmark,Central Denmark Region,Hammel,Not Found
7476,-,-,-,
7477,Denmark,Central Denmark Region,Randers,蘭德斯
7478,Denmark,Capital Region of Denmark,Hørsholm,Not Found
7479,Denmark,Region Zealand,"Stege, Denmark",Not Found
7480,Denmark,Region of Southern Denmark,Nyborg,尼堡
7481,Denmark,Central Denmark Region,Skive,斯基維
7482,-,-,-,
7483,Denmark,Region Zealand,Næstved,Not Found
7484,-,-,-,
7485,Denmark,Central Denmark Region,Lystrup,Not Found
7486,-,-,-,
7487,-,-,-,
7488,Denmark,Region Zealand,Korsør,科索
7489,-,-,-,
7490,Denmark,Region of Southern Denmark,Haderslev,哈德斯勒夫
7491,Denmark,Central Denmark Region,Brande,布蘭厄
7492,Denmark,Region Zealand,Køge,科厄
7493,-,-,-,
7494,-,-,-,
7495,-,-,-,
7496,Denmark,Central Denmark Region,Hadsten,Not Found
7497,-,-,-,
7498,-,-,-,
7499,-,-,-,
7500,Denmark,Region of Southern Denmark,Ølgod,Not Found
7501,Denmark,Central Denmark Region,Silkeborg,西爾克堡
7502,-,-,-,
7503,Denmark,Central Denmark Region,Grenå,Not Found
7504,-,-,-,
7505,Denmark,Region Zealand,Sorø,索羅
7506,-,-,-,
7507,-,-,-,
7508,Denmark,Region Zealand,Nykøbing Falster,Not Found
7509,Denmark,North Denmark Region,Nykøbing Mors,Not Found
7510,Denmark,Capital Region of Denmark,Farum,Not Found
7511,Denmark,Central Denmark Region,Skanderborg,Not Found
7512,Denmark,Region Zealand,Jyderup,Not Found
7513,Denmark,Region Zealand,Jyllinge,Not Found
7514,Denmark,Capital Region of Denmark,Taastrup,Not Found
7515,Denmark,Central Denmark Region,Odder,Not Found
7516,Denmark,Region of Southern Denmark,Middelfart,密德爾法特
7517,Denmark,Region of Southern Denmark,Faaborg,法堡
7518,-,-,-,
7519,-,-,-,
7520,Denmark,Central Denmark Region,Hinnerup,Not Found
7521,Denmark,Region of Southern Denmark,Grindsted,格林斯提
7522,Denmark,Capital Region of Denmark,Hillerød,希勒羅德
7523,Denmark,Region Zealand,Kalundborg,卡倫堡
7524,Denmark,Capital Region of Denmark,Espergærde,Not Found
7525,Denmark,Region Zealand,Greve Strand,Not Found
7526,United Kingdom,Scotland,Cromarty,克羅馬提
7527,Myanmar,Bago,Paungde,Not Found
7528,Myanmar,Bago,Tharyarwady,沙耶瓦迪
7529,Myanmar,Mon,Martaban,馬塔班(莫塔馬)
7530,Myanmar,Bago,Nyaunglebin,Not Found
7531,Myanmar,Yangon,Kanbe,Not Found
7532,Myanmar,Mon,Mudon,Not Found
7533,Myanmar,Bago,Pyu,彪關
7534,Myanmar,Yangon,Twante,端迪
7535,Myanmar,Magway,Taungdwingyi,東敦枝(淡溫夷)
7536,Myanmar,Sagaing,မော်လိုက်,Not Found
7537,Myanmar,Ayeyarwady,Nyaungdon,Not Found
7538,Myanmar,Ayeyarwady,Mawlamyinegyunn,Not Found
7539,Myanmar,Ayeyarwady,Wakema,Not Found
7540,Myanmar,Bago,Thanatpin,Not Found
7541,Myanmar,Mandalay,Yamethin,雅美廷
7542,Myanmar,Mandalay,Mogok,抹谷
7543,Myanmar,Sagaing,Shwebo,瑞保
7544,Myanmar,Sagaing,Sagaing,實皆省
7545,Myanmar,Magway,Pakokku,木各具(北曲哥)
7546,Myanmar,Ayeyarwady,Maubin,馬烏賓
7547,Myanmar,Yangon,သံလျင် ( တညင် ) - Thanlyin ( Syriam ),Not Found
7548,Myanmar,Kachin,Bhamo,八莫
7549,Myanmar,Mandalay,Kyaukse,Not Found
7550,Myanmar,Mandalay,Pyinmana,彬馬那(平蠻)
7551,Myanmar,Yangon,Thongwa,棟瓜（宋割）
7552,Myanmar,Ayeyarwady,Myanaung,Not Found
7553,Myanmar,Ayeyarwady,Kyaiklat,Not Found
7554,Myanmar,Bago,Letpandan,Not Found
7555,Myanmar,Mon,Kyaikkami,Not Found
7556,Myanmar,Ayeyarwady,Bogale,博葛禮
7557,Myanmar,Mon,Kyaikto,Not Found
7558,Myanmar,Yangon,Kayan,卡揚
7559,Myanmar,Magway,Thayetmyo,德耶謬
7560,Myanmar,Magway,Myaydo,亞蘭繆(米艾多、奧格蘭)
7561,Myanmar,Magway,Chauk,超克
7562,Myanmar,Ayeyarwady,Pyapon,皮亞朋 (壁榜)
7563,Myanmar,Magway,Minbu,敏巫
7564,United States of America,Texas,Sherman,社曼
7565,Sweden,Västra Götalands län,Lysekil,利瑟基爾
7566,Sweden,Västra Götalands län,Trollhättan,特羅爾赫坦
7567,Sweden,Västra Götalands län,Vänersborg,維內斯堡
7568,Sweden,Västra Götalands län,Uddevalla,烏德瓦拉
7569,United Kingdom,Scotland,Helensburgh,赫倫斯堡
7570,United Kingdom,Scotland,Dumbarton,敦巴頓
7571,Sweden,Jönköpings län,Vetlanda,Not Found
7572,Sweden,Kalmar län,Vimmerby,溫麥比
7573,Sweden,Jönköpings län,Nässjö,奈舍
7574,Sweden,Jönköpings län,Eksjö,Not Found
7575,Sweden,Kalmar län,Västervik,維斯特維克
7576,Germany,Baden-Württemberg,Calw,卡爾威
7577,Germany,Baden-Württemberg,Bad Liebenzell,巴德利本哲
7578,Germany,Hesse,Bad Soden-Salmünster,巴德索登薩明斯特
7579,Germany,Free State of Bavaria,Freising,夫來辛
7580,-,-,-,
7581,-,-,-,
7582,United Kingdom,England,Beeston,比斯頓
7583,United Kingdom,England,Burnley,班來
7584,Germany,Lower Saxony,Königslutter am Elm,Not Found
7585,United Kingdom,England,Maidstone,美德茲頓
7586,Germany,Free State of Bavaria,Bad Brückenau,巴德布里肯瑙
7587,United Kingdom,Scotland,Fortrose,福特羅士
7588,France,Lower Normandy,Cherbourg-Octeville,榭堡奧克提維勒
7589,United Kingdom,England,Methley,Not Found
7590,Canada,Saskatchewan,Martensville,Not Found
7591,-,-,-,
7592,-,-,-,
7593,-,-,-,
7594,-,-,-,
7595,Switzerland,Zurich,Dübendorf,丟本道夫
7596,Spain,Basque Country,Azkoitia,Not Found
7597,Spain,Basque Country,Azpeitia,阿茲佩提亞
7598,United Kingdom,Scotland,Stonehaven,Not Found
7599,United Kingdom,Scotland,Montrose,蒙特羅斯
7600,United Kingdom,England,Morley,摩利
7601,United Kingdom,England,Melton Mowbray,麥頓莫布雷
7602,United Kingdom,England,Wigston,Not Found
7603,United Kingdom,England,Narborough,Not Found
7604,United Kingdom,England,Hinckley,興克利
7605,United Kingdom,England,Corby,科比
7606,United Kingdom,Scotland,Glenrothes,格倫洛西
7607,United Kingdom,England,South Ockendon,Not Found
7608,United Kingdom,England,Grays,格雷士
7609,France,Ile-de-France,Boulogne-Billancourt,布洛涅比永固赫
7610,France,Brittany,Saint-Brieuc,聖布希尤
7611,France,Ile-de-France,Bois-d'Arcy,Not Found
7612,France,Pays de la Loire,Châteaubriant,夏托布里昂
7613,France,Alsace,Saverne,札貝恩(沙溫)
7614,France,Ile-de-France,Gonesse,哥內斯
7615,France,Brittany,Douarnenez,杜亞內內
7616,France,Auvergne,Montluçon,蒙呂松
7617,France,Ile-de-France,Arcueil,Not Found
7618,France,Ile-de-France,Moissy-Cramayel,Not Found
7619,France,Midi-Pyrénées,Foix,法克斯
7620,France,Ile-de-France,Montmagny,蒙馬尼
7621,France,Nord-Pas-de-Calais,Nœux-les-Mines,Not Found
7622,France,Nord-Pas-de-Calais,Saint-André-lez-Lille,Not Found
7623,France,Aquitaine,Blanquefort,布蘭奎福
7624,France,Ile-de-France,Le Mée-sur-Seine,Not Found
7625,France,Aquitaine,Dax,達克斯
7626,France,Rhône-Alpes,Échirolles,Not Found
7627,France,Ile-de-France,Villepinte,Not Found
7628,France,Aquitaine,Hendaye,昂代
7629,France,Pays de la Loire,Sablé-sur-Sarthe,Not Found
7630,France,Midi-Pyrénées,Tournefeuille,Not Found
7631,France,Ile-de-France,Le Chesnay,Not Found
7632,France,Rhône-Alpes,Pierrelatte,Not Found
7633,France,Nord-Pas-de-Calais,Armentières,阿曼提耶赫
7634,France,Nord-Pas-de-Calais,Coudekerque-Branche,古德蓋赫克朋什
7635,France,Ile-de-France,Chatou,夏圖
7636,France,Centre-Val de Loire,Joué-lès-Tours,Not Found
7637,France,Ile-de-France,Gentilly,戎提耶
7638,France,Picardy,Creil,凱勒
7639,France,Lorraine,Yutz,Not Found
7640,France,Champagne-Ardenne,Vitry-le-François,維垂弗朗索瓦
7641,France,Lorraine,Lunéville,呂內維勒
7642,France,Midi-Pyrénées,Millau,密佑
7643,France,Ile-de-France,Torcy,Not Found
7644,France,Nord-Pas-de-Calais,Béthune,貝屯
7645,France,Ile-de-France,Palaiseau,帕來索
7646,France,Ile-de-France,Antony,安托尼
7647,France,Ile-de-France,Neuilly-Plaisance,Not Found
7648,France,Centre-Val de Loire,Châlette-sur-Loing,Not Found
7649,France,Ile-de-France,Neuilly-sur-Marne,Not Found
7650,France,Lower Normandy,Équeurdreville-Hainneville,Not Found
7651,France,Nord-Pas-de-Calais,Croix,聖克羅伊河
7652,France,Midi-Pyrénées,Mazamet,馬札美
7653,France,Ile-de-France,Viroflay,Not Found
7654,France,Ile-de-France,Aubervilliers,奧伯維雅
7655,France,Lorraine,Thionville,提昂維勒
7656,France,Free County,Valentigney,Not Found
7657,France,Provence-Alpes-Côte d'Azur,Roquebrune-Cap-Martin,Not Found
7658,France,Languedoc-Roussillon,Frontignan,夫隆提良
7659,France,Brittany,Lanester,Not Found
7660,France,Nord-Pas-de-Calais,Vieux-Condé,Not Found
7661,France,Nord-Pas-de-Calais,Marcq-en-Barœul,Not Found
7662,-,-,-,
7663,France,Lorraine,Sarrebourg,薩爾堡
7664,France,Rhône-Alpes,Bourg-en-Bresse,Not Found
7665,France,Rhône-Alpes,Saint-Égrève,Not Found
7666,France,Ile-de-France,Andrésy,Not Found
7667,France,Rhône-Alpes,Bourgoin-Jallieu,Not Found
7668,France,Ile-de-France,Athis-Mons,亞提蒙
7669,France,Ile-de-France,Franconville,Not Found
7670,France,Ile-de-France,Garches,加爾什
7671,France,Ile-de-France,Stains,Not Found
7672,France,Alsace,Wittelsheim,Not Found
7673,France,Centre-Val de Loire,Saint-Cyr-sur-Loire,Not Found
7674,France,Provence-Alpes-Côte d'Azur,La Valette-du-Var,Not Found
7675,France,Ile-de-France,Noisiel,Not Found
7676,France,Ile-de-France,Clichy,克里希
7677,France,Provence-Alpes-Côte d'Azur,Six-Fours-les-Plages,Not Found
7678,France,Rhône-Alpes,Annecy-le-Vieux,安錫尤
7679,France,Provence-Alpes-Côte d'Azur,Fos-sur-Mer,Not Found
7680,France,Upper Normandy,Maromme,Not Found
7681,France,-,-,
7682,France,Provence-Alpes-Côte d'Azur,La Garde,Not Found
7683,France,Ile-de-France,Cergy,瑟日
7684,France,Centre-Val de Loire,Saint-Pierre-des-Corps,Not Found
7685,France,Brittany,Plœmeur,Not Found
7686,France,Ile-de-France,Le Blanc-Mesnil,Not Found
7687,France,Brittany,Dinan,迪南
7688,France,Rhône-Alpes,Rillieux-la-Pape,Not Found
7689,France,Nord-Pas-de-Calais,Maubeuge,莫伯吉
7690,France,Picardy,Abbeville,亞布維勒
7691,France,Languedoc-Roussillon,Beaucaire,波凱爾
7692,France,Brittany,Saint-Malo,聖馬洛
7693,France,Ile-de-France,Chelles,榭勒
7694,France,Provence-Alpes-Côte d'Azur,La Ciotat,秀達
7695,France,Upper Normandy,Canteleu,康特洛
7696,France,Provence-Alpes-Côte d'Azur,Hyères,耶爾
7697,France,Midi-Pyrénées,Tarbes,塔布
7698,France,Midi-Pyrénées,Cahors,加歐赫
7699,France,Provence-Alpes-Côte d'Azur,Septèmes-les-Vallons,Not Found
7700,France,Ile-de-France,Achères,Not Found
7701,France,Ile-de-France,Verrières-le-Buisson,Not Found
7702,France,Ile-de-France,Le Plessis-Robinson,Not Found
7703,France,Ile-de-France,Vélizy-Villacoublay,Not Found
7704,France,Nord-Pas-de-Calais,Étaples,埃塔普勒
7705,France,Rhône-Alpes,Villefontaine,Not Found
7706,France,Ile-de-France,Conflans-Sainte-Honorine,Not Found
7707,France,Ile-de-France,Lognes,Not Found
7708,France,Provence-Alpes-Côte d'Azur,Sorgues,Not Found
7709,France,Provence-Alpes-Côte d'Azur,Manosque,馬諾斯克
7710,-,-,-,
7711,France,Nord-Pas-de-Calais,Bailleul,拜約勒
7712,France,Ile-de-France,Mennecy,Not Found
7713,France,Rhône-Alpes,Montbrison,蒙布里松
7714,France,Ile-de-France,Courcouronnes,Not Found
7715,France,Centre-Val de Loire,Châteauroux,夏托胡
7716,France,Ile-de-France,Saint-Leu-la-Forêt,Not Found
7717,France,Upper Normandy,Saint-Étienne-du-Rouvray,Not Found
7718,France,Rhône-Alpes,Roanne,賀安
7719,France,Ile-de-France,Savigny-sur-Orge,Not Found
7720,France,Auvergne,Moulins,木蘭
7721,France,Pays de la Loire,Avrillé,阿夫希耶
7722,France,Ile-de-France,Le Vésinet,Not Found
7723,France,Ile-de-France,Maisons-Alfort,Not Found
7724,France,Nord-Pas-de-Calais,Grande-Synthe,Not Found
7725,-,-,-,
7726,France,Ile-de-France,Orsay,Not Found
7727,France,Ile-de-France,Bry-sur-Marne,Not Found
7728,France,Pays de la Loire,Carquefou,卡克富
7729,France,Brittany,Quimper,坎佩
7730,France,Ile-de-France,Enghien-les-Bains,Not Found
7731,France,Ile-de-France,Aulnay-sous-Bois,Not Found
7732,France,Ile-de-France,Nanterre,南提赫
7733,France,Auvergne,Vichy,維琪
7734,France,Ile-de-France,Guyancourt,Not Found
7735,France,Picardy,Albert,亞伯特
7736,France,Lorraine,Freyming-Merlebach,Not Found
7737,France,Upper Normandy,Mont-Saint-Aignan,Not Found
7738,France,Ile-de-France,Épinay-sur-Seine,Not Found
7739,France,Lorraine,Verdun,凡爾登
7740,France,Ile-de-France,Les Ulis,Not Found
7741,France,Ile-de-France,Ozoir-la-Ferrière,Not Found
7742,France,Nord-Pas-de-Calais,Comines,科敏
7743,France,Limousin,Guéret,蓋黑
7744,France,Nord-Pas-de-Calais,Berck,柏克
7745,France,Lorraine,Longwy,隆威
7746,France,Ile-de-France,Brie-Comte-Robert,Not Found
7747,France,Lorraine,Rombas,Not Found
7748,France,Ile-de-France,Villiers-le-Bel,Not Found
7749,France,Ile-de-France,Pontault-Combault,Not Found
7750,France,Nord-Pas-de-Calais,Carvin,卡萬
7751,France,Ile-de-France,Chevilly-Larue,Not Found
7752,France,Midi-Pyrénées,Cugnaux,居尼紐
7753,France,Burgundy,Talant,Not Found
7754,France,Aquitaine,Ambarès-et-Lagrave,Not Found
7755,France,Ile-de-France,Les Lilas,Not Found
7756,France,Ile-de-France,Morangis,Not Found
7757,France,Ile-de-France,Draveil,Not Found
7758,France,Alsace,Kingersheim,Not Found
7759,France,Nord-Pas-de-Calais,Faches-Thumesnil,Not Found
7760,France,Ile-de-France,Deuil-la-Barre,Not Found
7761,France,Provence-Alpes-Côte d'Azur,Sanary-sur-Mer,Not Found
7762,France,Lorraine,Jarville-la-Malgrange,Not Found
7763,France,Midi-Pyrénées,Castres,卡斯特
7764,France,Provence-Alpes-Côte d'Azur,Port-de-Bouc,Not Found
7765,France,Burgundy,Auxerre,奧塞荷
7766,France,Ile-de-France,Tremblay-en-France,Not Found
7767,France,Languedoc-Roussillon,Alès,阿列斯
7768,France,Ile-de-France,Limeil-Brévannes,Not Found
7769,France,Ile-de-France,Villemomble,Not Found
7770,France,-,-,
7771,France,Ile-de-France,Montesson,Not Found
7772,France,Nord-Pas-de-Calais,Hautmont,奧蒙
7773,France,Ile-de-France,Les Pavillons-sous-Bois,Not Found
7774,France,Ile-de-France,Villeneuve-le-Roi,Not Found
7775,France,Ile-de-France,Montigny-le-Bretonneux,Not Found
7776,France,Rhône-Alpes,Seynod,Not Found
7777,France,Ile-de-France,Vaires-sur-Marne,Not Found
7778,France,Alsace,Ostwald,Not Found
7779,France,Provence-Alpes-Côte d'Azur,Rognac,Not Found
7780,France,Rhône-Alpes,Bron,珀恩
7781,France,Ile-de-France,Persan,佩桑
7782,France,Lower Normandy,Argentan,阿戎坦
7783,France,-,-,
7784,-,-,-,
7785,France,Provence-Alpes-Côte d'Azur,Bouc-Bel-Air,布克貝列赫
7786,France,Brittany,Lorient,羅希安
7787,France,Rhône-Alpes,Décines-Charpieu,Not Found
7788,France,Rhône-Alpes,Vaulx-en-Velin,Not Found
7789,France,Provence-Alpes-Côte d'Azur,Arles,亞耳
7790,France,Rhône-Alpes,Sainte-Foy-lès-Lyon,Not Found
7791,France,Provence-Alpes-Côte d'Azur,Miramas,密哈馬
